name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Hexed,2018-02-19,0.99,1,0,762360,0,20000,
Circadian City,2020-10-01,11.99,104,38,1045430,0,20000,
Little Red Rocket Ship,2021-10-01,1.99,1,0,1757260,0,20000,
The Hunted,2020-02-04,5.99,1,5,621290,0,20000,4.0
Eonica Chess Battle,2020-10-31,0.0,13,9,1171040,0,20000,
Spheritis,2015-06-04,4.99,4,2,314050,0,20000,
Andromeda: Rebirth of Humanity,2021-01-22,0.0,54,29,1511650,20000,50000,
Ion Fury,2019-08-15,24.99,5736,571,562860,200000,500000,9.0
Fantasy Heroes,2019-07-18,4.99,9,5,1031210,20000,50000,1.0
Plunker,2020-09-21,0.0,2,3,850970,0,20000,
Room Prison,2022-01-21,4.99,6,9,1864460,0,20000,
Chicken Holmes - The Mystery of Bartolomeu,2021-04-11,1.19,27,7,1577280,0,20000,
Mary Knots - Garden Wedding,2021-09-15,5.09,3,2,1742120,0,20000,
Galactic Tree Frog,2018-09-25,0.99,2,1,941620,0,20000,
Alien Rage - Unlimited,2013-09-24,19.99,2148,1016,217920,500000,1000000,
Golf Gang,2022-05-19,6.99,366,40,1151050,20000,50000,
Crime Secrets: Crimson Lily,2016-07-14,9.99,301,110,465170,50000,100000,2.0
Virus ON,2021-09-03,0.99,11,4,1691170,0,20000,
Dragon`s Checkers,2018-09-14,0.99,2,2,879110,0,20000,
Bonfire,2020-03-26,17.99,26,5,1067580,0,20000,1.0
Mini World: Block Art,2018-04-27,0.0,1798,1592,814480,1000000,2000000,
Pluvia - Episode I,2021-11-08,4.99,4,0,1668950,0,20000,
Sphere - Flying Cities,2021-10-14,12.59,72,49,1273220,20000,50000,
After Hours,2018-12-20,0.0,8,7,989040,0,20000,1.0
Gunpoint,2013-06-03,9.99,11854,306,206190,500000,1000000,3.0
Mirror's Edge™ Catalyst,2020-06-04,19.99,7761,1545,1233570,500000,1000000,
POLYWAR,2016-12-30,1.99,357,146,444490,200000,500000,
The young mathematician: Easy difficulty,2018-09-20,1.99,26,7,935860,0,20000,
Cube Mission,2019-01-17,1.99,19,6,1008740,0,20000,
Long Arm of the Law,2018-11-29,0.0,19,6,945920,0,20000,1.0
IS Defense,2016-04-19,5.99,1305,101,448370,50000,100000,3.0
NOBUNAGA'S AMBITION: Haouden with Power Up Kit,2017-06-27,19.99,8,6,628090,0,20000,50.0
Rumours From Elsewhere,2021-03-31,11.99,10,0,1482940,20000,50000,
Leap Up no jutsu,2016-12-30,0.99,82,29,560710,20000,50000,1.0
Chinese Paladin：Sword and Fairy 6,2017-11-14,14.99,165,138,696360,20000,50000,37.0
The Bard's Tale Trilogy,2018-08-14,14.99,1060,50,843260,100000,200000,24.0
My Jigsaw Adventures - The Source of Power,2020-09-16,4.99,17,0,1393970,50000,100000,
The Death Into Trouble,2021-10-22,4.99,15,1,1613960,0,20000,
Chaos Domain,2014-05-01,4.99,259,576,287100,200000,500000,4.0
Target speed,2018-01-15,4.99,10,14,755230,0,20000,
Chronac,2020-04-24,9.99,2,0,1079470,0,20000,
Alone in the War,2019-10-16,9.99,6,3,1114910,0,20000,
Ski Doom VR,2020-08-13,0.0,12,5,1358630,0,20000,
Wibble,2022-05-27,7.99,6,0,1951680,0,20000,
Strategic Mind: Fight for Freedom,2021-05-21,29.99,90,7,1381850,20000,50000,
BroodStar,2022-06-15,10.99,57,1,1232100,20000,50000,
Watermelon Country,2021-08-19,0.99,3,0,1714090,0,20000,
Invisible Places - Pixel Art Jigsaw Puzzle,2022-01-24,0.99,17,0,1807500,0,20000,
Deborg Desolation Pre-Born,2021-12-02,6.99,10,1,1806830,20000,50000,
Horror Adventure VR,2020-07-03,9.99,9,7,1320990,0,20000,
Proteus,2013-01-30,9.99,1966,660,219680,200000,500000,
BRAWL,2015-08-13,14.99,52,25,365680,0,20000,3.0
D.C. S#*!storm,2018-02-19,1.99,7,1,793640,0,20000,
Sakura Dimensions,2020-11-26,0.0,7,2,1373270,0,20000,
World Of Undead,2016-07-22,4.99,3,5,454730,0,20000,
NEStalgia,2014-04-15,9.99,229,128,249550,20000,50000,
Duality,2018-12-21,9.99,12,2,959930,0,20000,4.0
Kick The Puppet,2018-12-07,0.99,11,9,977900,0,20000,
It's Killing Time,2016-04-22,3.99,11,6,461650,0,20000,
The Quest for Moe's,2018-12-14,0.99,6,0,923650,0,20000,
降神战役 -A Story of the usurpers-,2020-03-10,0.99,1,0,1241180,0,20000,
Run! Bunny 绿绿小先生,2019-08-10,2.99,26,2,1123340,0,20000,
Harpoon,2022-07-23,1.19,3,0,2080480,0,20000,
Studio Baby - Galaxy Citizen,2022-02-06,0.0,6,2,1800650,50000,100000,
Laserium,2018-06-20,0.49,77,41,876200,50000,100000,1.0
Wildlife Match,2021-07-15,6.99,12,1,1660370,0,20000,
STRIKERS 1945 II,2020-05-29,9.99,62,3,1279380,0,20000,1.0
Pacifist Outside,2021-10-31,8.99,8,0,1779810,0,20000,
Skywalk,2019-05-20,0.99,25,5,1075370,0,20000,1.0
Quantum Rush Champions,2014-12-04,9.99,92,69,317440,20000,50000,
蛊婆 Lady in Tomb,2021-07-21,18.99,347,21,1329350,0,20000,
Wild Glory,2018-03-08,2.99,43,3,802740,0,20000,
Next 2,2018-02-01,0.99,90,18,776370,0,20000,
Small Town Robot,2021-04-03,4.99,6,0,1562270,0,20000,
Paths & Danger,2022-04-15,14.99,16,12,1403990,0,20000,
Royal Bounty HD,2015-08-10,2.99,94,61,337210,0,20000,
Business Tycoon Billionaire,2018-07-05,0.99,3,9,881930,0,20000,
Happy Bones,2021-04-15,3.99,15,0,1500390,0,20000,
Sandream,2022-07-15,11.99,5,0,1891920,0,20000,
Kakuro Blend,2021-03-14,0.99,3,0,1535910,0,20000,
SPACE HUNT,2018-06-22,0.99,9,8,831670,0,20000,2.0
Lavender,2019-12-11,19.99,34,32,886710,0,20000,
Inferno,2022-04-29,6.99,2,0,1704490,0,20000,
Satan's puzzle 666,2022-03-29,1.99,14,5,1847110,0,20000,
Green Phoenix,2021-08-26,3.99,2,1,1584770,20000,50000,
Ancient Frontier: Steel Shadows,2018-12-11,14.99,26,10,734730,0,20000,
Project Graviton,2016-02-15,1.99,15,7,437880,0,20000,1.0
Stone Tales,2015-12-11,0.99,26,11,405590,0,20000,
Spare Parts: Episode 2,2021-06-10,6.99,17,0,1620390,0,20000,
Shine's Adventures 2 (Zombie Attack),2019-09-27,2.99,106,8,1105410,0,20000,
Samurai of Hyuga,2016-09-16,3.99,39,7,524540,0,20000,4.0
Codex Temondera: Lost Vision,2019-07-30,14.99,13,6,1031800,0,20000,
Suki's Spooky Romance,2018-06-14,1.99,2,0,847940,0,20000,
Buddi Bot:  Your Machine Learning AI Helper With Advanced Neural Networking!,2020-09-29,0.0,10,2,1414090,20000,50000,
Puzzle Guardians,2017-04-18,10.99,4,2,607670,0,20000,
Masked Forces,2016-11-23,0.99,293,149,555750,50000,100000,
Ghost Encounters: Deadwood - Collector's Edition,2015-03-13,3.98,70,78,353070,20000,50000,2.0
Strategic Command Classic: Global Conflict,2018-02-08,29.99,9,2,785940,0,20000,
Skywriter,2018-08-24,3.99,3,8,919040,0,20000,
The Language of Love,2019-05-28,11.99,107,4,1027620,0,20000,6.0
Escape from Life Inc,2020-05-29,6.99,20,3,1208220,0,20000,
Flight 732,2018-05-15,0.99,5,4,670330,0,20000,
Garbage Classification Simulator 垃圾分类模拟器,2019-12-12,2.99,1,1,1165350,0,20000,
Ultra Fight Da ! Kyanta 2,2019-05-08,0.0,650,25,1026840,50000,100000,1.0
Mind Rite,2022-02-19,6.99,19,5,1562870,0,20000,
Food Stranding,2021-01-12,2.99,5,5,1509210,0,20000,
Tep The Destroyer TD,2022-07-09,9.99,28,2,1806610,0,20000,
Valkyrie Nemesis,2022-03-25,0.51,4,4,1938740,0,20000,
Annual,2018-07-05,0.0,14,25,710090,0,20000,
Recluses,2020-03-12,4.99,4,1,1217880,0,20000,
Weird Worlds: Return to Infinite Space,2013-03-19,4.99,371,204,226120,200000,500000,1.0
Threads of Destiny,2015-12-04,4.99,18,9,424870,20000,50000,5.0
THE SPRITE TRIALS,2021-11-16,1.99,1,0,1794730,0,20000,
Pirouette,2019-07-30,1.99,5,1,1028660,0,20000,
Blendy 2 Dolls Factory,2020-02-20,1.99,2,3,1231040,0,20000,
Mole Game,2020-01-31,0.0,26,0,1158410,0,20000,
ScreenPlay,2021-02-08,0.0,292,69,672870,200000,500000,
Trap Labs,2018-11-26,9.99,30,2,717780,0,20000,
Dragon Saga,2015-12-22,0.0,810,402,381990,200000,500000,
Penko Park,2020-10-23,12.99,122,0,852090,0,20000,2.0
Steel Rats™,2018-11-07,9.99,681,445,619700,200000,500000,6.0
荣光的见证 Glory's Witness,2021-01-20,4.99,8,1,1505270,0,20000,
The Ascent,2021-07-29,29.99,11266,3475,979690,500000,1000000,12.0
Action Arcade Wrestling,2019-10-15,14.99,97,30,1072100,0,20000,
Evolution,2016-06-06,0.0,37,43,391820,20000,50000,
Indeep | The casual dungeon crawler,2017-08-17,0.0,3,7,664340,0,20000,
Convoy,2015-04-21,14.99,1057,276,318230,200000,500000,5.0
THE LEGEND OF HEROES: HAJIMARI NO KISEKI,2021-08-25,35.99,442,108,1562940,20000,50000,
Chaos Edge,2017-04-04,6.99,1,5,612220,0,20000,
鸭子达奇 Duck Duchy,2021-03-25,2.99,2,0,1555780,0,20000,
Any Fish,2021-08-25,1.99,0,3,1720200,0,20000,
The Wind Road,2020-07-09,29.99,4357,2061,1264670,500000,1000000,18.0
Red Robin,2021-03-13,2.99,2,2,1557870,0,20000,1.0
Drone Crash Course,2021-11-12,10.99,9,2,1793910,0,20000,
YOU DON'T KNOW JACK MOVIES,2013-11-05,2.99,34,31,260000,20000,50000,1.0
Grim Tales: Threads of Destiny Collector's Edition,2021-06-04,9.99,4,0,1650740,0,20000,
prog.1,2016-06-23,4.99,10,2,453700,0,20000,1.0
Skelton Zone Traveler Emergence,2022-01-30,0.99,15,5,1848570,0,20000,
Lightfield HYPER Edition,2018-07-31,14.99,47,12,790020,0,20000,
Flicker of Hope,2020-08-02,0.0,761,50,1314460,50000,100000,1.0
READY AIM FIRE,2020-09-14,0.0,7,9,1330290,50000,100000,
oOo: Ascension,2018-09-26,9.99,17,2,905330,0,20000,
STREAM WAR,2022-07-04,2.99,0,1,2016960,0,20000,
Bake 'n Switch,2020-08-21,14.99,63,18,1080410,0,20000,
Match Point,2018-10-09,9.99,15,6,764890,0,20000,
WizardCraft,2016-05-27,2.99,23,10,451900,0,20000,
Craft Keep VR,2017-04-21,14.99,74,42,546350,0,20000,
Tower Fortress,2017-11-20,4.99,82,5,593700,0,20000,
A.V.,2015-02-13,0.0,12,10,341750,0,20000,
Leaving Lyndow,2017-02-08,3.99,776,193,585840,50000,100000,1.0
Martial Arts: Capoeira,2014-06-12,2.99,17,34,307410,0,20000,
The Painter's Apprentice,2018-05-31,9.99,5,1,780630,0,20000,
After the Collapse,2018-10-08,14.99,83,19,727570,20000,50000,
Rain Island: Orange,2021-07-06,2.99,4,1,1660270,0,20000,
Sunken,2018-06-28,2.99,5,0,884470,0,20000,20.0
CarX Drift Racing Online,2017-11-17,14.99,44360,2186,635260,1000000,2000000,3.0
Omega Labyrinth Life,2019-12-10,59.99,164,67,1163600,0,20000,29.0
Prosperity,2018-05-28,9.99,73,15,734980,0,20000,
Angry Ball VR,2018-12-04,4.99,2,1,930970,0,20000,
RUN OR FIGHT,2020-05-23,0.49,18,1,1315630,0,20000,
Super Clown: Lost Diamonds,2021-12-05,1.99,57,14,1820160,0,20000,
Revizor,2021-07-02,4.99,2,0,1449290,0,20000,
Sleeping Valley,2016-10-08,0.49,93,188,538590,200000,500000,1.0
Elite Dangerous,2015-04-02,29.99,64084,18659,359320,2000000,5000000,
Choco Pixel 2,2020-02-03,1.99,19,1,1229590,0,20000,
kicker,2018-06-13,0.0,3,1,866040,0,20000,5.0
Tex-Mechs,2020-02-21,0.0,167,15,1062070,20000,50000,
Fatal Evidence: The Missing Collector's Edition,2020-03-20,9.99,5,2,1269180,0,20000,
Otherworld: Shades of Fall Collector's Edition,2017-09-21,9.99,9,0,696010,0,20000,
LostWinds,2016-03-24,1.99,489,107,447780,50000,100000,2.0
Drummer Talent VR,2017-05-05,19.99,27,20,609170,0,20000,
DRAGON QUEST HEROES™ Slime Edition,2015-12-03,39.99,850,405,410850,50000,100000,26.0
Silent Gentlemen,2019-04-29,1.99,0,2,636360,0,20000,
Scare: Project of Fear,2022-03-02,2.39,5,4,1796130,0,20000,
三国梦之队,2020-02-24,0.0,9,7,1246060,0,20000,
TRATEL64,2017-11-22,0.0,94,34,744400,0,20000,1.0
Alien Infection,2019-10-24,3.99,3,3,1122460,0,20000,
Run and Jump Little Vico,2021-07-08,2.99,14,0,1614500,0,20000,
NBA Playgrounds,2017-05-08,0.0,961,397,545270,200000,500000,
Elium - Prison Escape,2018-02-28,11.99,30,13,680330,0,20000,
The Ball Adventure,2020-04-21,2.99,0,3,1274060,0,20000,
Jack & the cat,2017-08-25,1.99,3,0,668570,0,20000,
Treasure Hunter Claire,2018-07-19,19.99,1717,188,828070,200000,500000,
Lethal Lawns: Competitive Mowing Bloodsport,2018-03-30,4.99,14,0,821570,0,20000,
Drawngeon: Dungeons of Ink and Paper,2019-05-24,4.99,55,13,1000470,20000,50000,2.0
Hidden Objects - Around the World in 80 days,2017-11-30,2.99,116,51,736860,0,20000,
True Detective Solitaire,2020-08-07,4.99,4,1,1343660,0,20000,
Stories Untold,2017-02-27,9.99,3702,540,558420,100000,200000,2.0
Star Dust: The Book of Earth (VR),2017-05-11,5.99,0,8,572980,0,20000,
Not My Car – Battle Royale,2019-04-05,0.0,618,737,694720,100000,200000,
DIVINATION,2019-12-12,1.99,85,11,1180250,50000,100000,1.0
GROOD,2018-03-30,4.99,25,3,793630,0,20000,
听见我的心 Listen to My Heart,2020-06-19,5.99,37,3,1247880,50000,100000,
Lost Home : Battle Of Island,2019-10-25,9.99,0,1,1165010,0,20000,
Somewhere in a Clay Nowhere,2021-11-21,5.99,5,0,1565500,0,20000,
Zombie Golf,2019-08-27,0.99,5,5,1131270,0,20000,
Tequila Zombies 3,2017-03-29,2.99,55,19,599880,20000,50000,
Curvatron,2016-01-29,0.0,135,29,404700,50000,100000,
Graviter,2021-04-08,7.99,7,0,1255920,0,20000,
KnifeBoy,2019-10-18,14.99,5,3,889130,0,20000,
Mecha Ritz: Steel Rondo,2016-06-09,6.99,95,2,463070,0,20000,1.0
SCP: Secret Laboratory,2017-12-29,0.0,128828,11947,700330,5000000,10000000,
Ku: Shroud of the Morrigan,2014-03-17,4.99,23,65,270330,20000,50000,1.0
Tank Fantastic,2021-06-16,9.99,9,5,1653640,0,20000,
The Energy Lab,2019-01-01,0.0,18,10,949420,0,20000,
Fairground 2 - The Ride Simulation,2019-01-01,17.99,3,5,977790,0,20000,
Oh My Godheads,2017-12-05,14.99,15,21,522740,0,20000,
Ghost Town Mine Ride & Shootin' Gallery,2016-10-28,8.99,336,52,459010,20000,50000,1.0
Duel Girl,2019-08-16,0.79,11,17,1116870,0,20000,
Metanormal,2018-09-12,0.0,5,2,923500,0,20000,
Soundscape VR,2017-05-16,0.0,66,26,636930,20000,50000,
TAMASHII,2019-03-05,4.99,239,8,1026400,20000,50000,2.0
DESOLATE,2019-01-17,24.99,4816,2290,671510,200000,500000,20.0
Spaceship Commander,2018-05-23,9.99,9,7,833180,0,20000,
The Christmas Spirit: Grimm Tales Collector's Edition,2019-12-13,9.99,17,1,1198070,0,20000,
노베나 디아볼로스,2020-04-26,18.99,1282,80,1210030,100000,200000,
Dawn City,2017-12-29,5.99,1,2,768110,0,20000,
I am not a Monster: First Contact,2018-09-27,10.99,896,241,826600,50000,100000,34.0
Impossiball,2017-08-08,0.99,48,8,374460,0,20000,
Magma Tsunami,2016-06-01,0.99,198,105,477290,200000,500000,
Tokyo Tattoo Girls,2017-11-14,9.99,19,25,552910,0,20000,2.0
ZombVR,2017-11-17,1.99,13,14,523940,0,20000,
Jalopy,2018-03-28,14.99,6260,1868,446020,200000,500000,4.0
Meridian 157: Chapter 2,2020-12-09,2.99,101,4,1458930,0,20000,
AmaranTime Arena,2016-12-14,4.99,0,1,566800,0,20000,
Yet Another Zombie Defense HD,2017-08-25,3.99,1571,293,674750,200000,500000,1.0
Gloria Victis: Medieval MMORPG,2016-06-09,7.99,5144,2045,327070,200000,500000,
Aveyond 3-1: Lord of Twilight,2014-02-07,9.99,93,47,272010,50000,100000,
Use Your Words,2017-04-03,14.99,592,79,521350,100000,200000,
TRANSFORMERS: BATTLEGROUNDS,2020-10-22,24.99,47,8,1177000,0,20000,6.0
Hellpoint,2020-07-30,34.99,2626,884,628670,200000,500000,14.0
Odenavirus: Zombie Invasion,2021-10-29,1.99,0,1,1536260,0,20000,
Forgotten Realms: The Archives - Collection Three,2022-03-29,4.49,17,2,1904530,0,20000,
Pizza Hunt! How to hunt pizza (And Not Die Doing It),2017-10-27,6.99,5,1,671540,0,20000,
Super Mega Zero,2022-04-20,9.99,32,1,1581880,0,20000,
Schematic,2021-07-28,1.99,4,0,1656850,0,20000,
Dark Side of Fate,2021-07-23,0.99,14,5,1681120,0,20000,
Slash It Ultimate,2017-07-14,10.99,366,149,656600,100000,200000,
Stolen Crown,2022-06-29,9.99,10,0,1687470,0,20000,
Homo Flimsy - The Ragdoll Goalkeeping Simulator,2019-09-10,2.99,1,0,876270,0,20000,
Extinction: Alien Invasion,2019-03-29,4.99,5,6,1046750,0,20000,7.0
Super Keepy Ups,2018-12-14,0.99,1,2,959590,0,20000,
The Journey - Episode 2: Words of Wisdom,2022-06-06,1.99,53,1,1987060,0,20000,
Ones and Zeroes,2018-07-11,4.99,6,2,879600,0,20000,2.0
The Hat Man: Shadow Ward,2016-06-10,9.99,2263,1153,291010,200000,500000,2.0
Don't Look Back,2018-03-20,0.0,3,4,811630,0,20000,1.0
Aery - Calm Mind,2021-07-22,5.99,51,7,1623080,0,20000,
Carnage Cross,2021-12-16,4.99,8,1,1795390,0,20000,
Psycho on the loose,2016-12-21,0.99,18,11,568860,20000,50000,
Princess's Peak,2019-06-12,0.49,11,18,1071770,0,20000,
Magic Wand,2017-06-25,3.99,54,3,625780,0,20000,1.0
Girl Blonde,2017-10-18,1.99,59,20,726320,20000,50000,
The Ship: Remasted,2016-10-31,9.99,382,284,383790,100000,200000,
Cat Town,2022-01-17,3.99,4,4,1831790,0,20000,
Upaon: A Snake's Journey,2021-06-25,2.99,25,0,1660040,0,20000,
Battle for Sea 3D,2021-04-08,9.99,5,10,1584350,0,20000,
素数ガール,2022-02-15,0.99,3,0,1868980,0,20000,
The Magic Circle,2015-07-09,19.99,1219,99,323380,100000,200000,3.0
Red Rover,2018-06-18,1.99,15,4,819060,0,20000,
D.A.T.A,2018-10-07,0.0,55,53,814310,0,20000,
Stretchy-Man: The Video Game,2022-03-31,3.99,4,0,1819960,0,20000,
Weedcraft Inc,2019-04-11,19.99,1032,230,622720,50000,100000,18.0
Sniper Elite 3,2014-06-27,29.99,19115,4182,238090,2000000,5000000,9.0
Car Soccer World Cup,2019-08-01,2.99,5,4,1111200,0,20000,
Invasive,2022-07-20,9.99,2,0,2026510,0,20000,
Night Racer,2022-05-23,7.99,17,3,1902830,0,20000,
The Monstrous Frontier,2022-01-21,14.99,4,1,1803620,0,20000,
绮罗四时谭,2019-11-05,0.0,328,11,1172980,20000,50000,
Neon,2018-02-06,9.99,1,0,783090,0,20000,1.0
Ayakashigami,2016-12-21,6.99,22,1,565690,0,20000,
SpaceNET - A Space Adventure,2021-02-26,5.99,26,0,1511240,20000,50000,
Tentacult!,2016-09-23,3.99,29,8,489440,0,20000,1.0
Desert of Vice,2018-04-13,2.99,12,3,796370,0,20000,
Project Hospital,2018-10-30,24.99,5043,715,868360,200000,500000,6.0
Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,2017-12-18,5.99,299,93,765900,50000,100000,9.0
HALF DEAD 2,2019-08-02,2.49,1770,321,914260,100000,200000,1.0
七个小矮人2 / Seven boys 2,2017-09-15,3.99,68,26,671240,20000,50000,1.0
Hard Light Vector,2019-03-26,0.0,43,13,1034740,0,20000,1.0
Sweet Collector,2022-01-28,2.99,7,1,1860500,0,20000,
VESTIGE,2018-11-30,4.99,26,7,975410,0,20000,1.0
Wand Wars,2016-04-13,11.99,190,12,422110,20000,50000,1.0
Singularity Roller,2017-08-13,4.99,8,27,684820,0,20000,
Relativity,2016-08-24,1.99,12,1,516550,0,20000,1.0
Dracula Frames,2021-05-06,0.99,24,1,1563530,0,20000,
Kells,2021-06-01,5.99,3,0,1595300,0,20000,
Party Saboteurs: After Party,2016-10-20,9.99,32,16,452320,0,20000,
Ace Combat Assault Horizon - Enhanced Edition,2013-01-25,0.0,2949,2132,228400,200000,500000,8.0
Coloree,2020-12-18,7.99,17,0,1443680,0,20000,
They Can't Stop All Of Us,2019-11-01,0.0,1257,404,1142130,200000,500000,
Beyond Dimensions,2016-03-11,4.99,18,5,429250,0,20000,
Eleven Islands,2019-02-25,4.24,19,4,1030530,0,20000,
Get Off My Lawn!,2014-11-11,0.0,1220,432,260410,200000,500000,
Warships 3D,2019-01-28,6.99,8,1,918620,0,20000,
D&D Lords of Waterdeep,2017-09-01,9.99,1166,80,644390,50000,100000,
Acro FS,2018-05-23,0.0,85,68,834880,50000,100000,
Alimardan's Mischief,2017-08-24,5.99,6,4,694420,0,20000,
Bit Storm VR: First Loop,2017-10-18,11.99,7,0,711300,0,20000,
Bridge!,2015-10-28,4.99,7,27,300160,0,20000,7.0
Nowhere Girl,2018-10-29,6.99,34,8,954150,0,20000,
Art by Numbers,2019-10-14,1.99,3,1,1024530,0,20000,
Happy toys,2018-12-14,0.79,98,50,977640,0,20000,
Community College Hero: Knowledge is Power,2018-05-17,4.99,24,3,847290,0,20000,8.0
Goddess Of War Ashley Ⅱ,2022-03-04,3.99,15,3,1901380,0,20000,
Abyss The Forgotten Past,2021-01-29,3.99,9,4,1369980,0,20000,
Thea: The Awakening,2015-11-20,19.99,3105,453,378720,100000,200000,19.0
Versus: Battle of the Gladiator,2016-08-26,0.0,310,183,467990,100000,200000,
World of Warships,2017-11-15,0.0,84095,20197,552990,10000000,20000000,
Fly High,2018-10-19,4.99,8,1,945240,0,20000,
Train Valley,2015-09-16,9.99,2614,303,353640,200000,500000,7.0
Clutter IX: Clutter IXtreme,2021-03-02,9.99,7,0,1532920,0,20000,
Colorless Life,2017-07-25,1.99,22,21,670430,0,20000,
OMSI 2: Steam Edition,2013-12-11,29.99,7488,1425,252530,500000,1000000,100.0
Traffic Chase,2021-09-21,9.99,5,0,1708730,0,20000,
Danger Crew,2019-05-06,9.99,41,0,1064690,0,20000,
Luxin Time,2017-06-23,1.99,2,0,607160,0,20000,
Peace Data,2020-01-28,4.99,200,21,1209140,0,20000,
WE ARE DOOMED,2015-04-21,9.99,24,0,360530,0,20000,1.0
Abandoned: Chestnut Lodge Asylum,2015-09-24,6.99,20,7,397970,0,20000,
Flappy Shooter,2021-10-08,9.99,14,2,1717880,0,20000,
Potion Paws,2020-10-30,9.99,42,21,985000,0,20000,
Woah Dave!,2014-10-30,4.99,83,27,315110,20000,50000,1.0
Minaurs,2018-06-28,5.99,17,6,763750,0,20000,
Alien Accident,2021-10-12,0.51,2,2,1758100,0,20000,
Space Pilgrim Episode II: Epsilon Indi,2016-01-08,1.13,402,62,431710,200000,500000,
雪色废都 Abandoned Snowy Castle,2019-05-28,2.99,3,1,824440,0,20000,
One Jump Bomb,2018-09-06,0.74,1,1,876810,0,20000,
Kelvin and the Infamous Machine,2016-07-21,9.99,736,82,376520,20000,50000,3.0
Lost Potato,2020-08-14,2.99,66,3,1365010,0,20000,
Academia : School Simulator,2021-01-28,19.99,1810,335,672630,200000,500000,
Sorbetta: Gravely in Debt,2020-02-20,0.0,12,1,1231740,0,20000,
Boom Island,2017-10-16,0.99,16,14,717820,20000,50000,
Tower of Origin2-Worm's Nest,2021-09-09,13.99,31,12,1000280,0,20000,
Intralism,2016-11-04,2.99,4293,618,513510,500000,1000000,
Clicker Age,2020-01-13,1.99,8,11,1215660,0,20000,
Weapon of Choice,2015-09-23,4.99,56,9,373600,0,20000,
Crimson Hotel,2019-08-27,4.99,17,30,1140500,0,20000,
Cube Man,2020-08-14,1.99,4,1,1019910,0,20000,
Luke Sidewalker,2016-12-05,0.0,72,53,545860,20000,50000,1.0
Moving Letters,2020-10-16,1.99,18,3,1430120,0,20000,
The Unbreakable Chain,2021-02-01,5.0,7,0,1513790,0,20000,
Serious Sam Classic: The First Encounter,2019-08-30,5.99,2395,99,41050,200000,500000,6.0
假如我是人工智能 Big Brother Is Shaping You,2019-04-12,3.99,682,118,933940,20000,50000,
Hide N Seek VR,2017-11-07,4.99,3,1,740300,0,20000,
Socketeer,2018-08-21,9.99,18,7,750500,0,20000,
Mythic Wonders: The Philosopher's Stone,2016-04-21,9.99,265,34,458480,50000,100000,3.0
Doughlings: Arcade,2018-05-08,4.99,76,4,747470,0,20000,10.0
Moko's Advice,2019-12-10,0.0,120,7,897120,0,20000,1.0
Cold Silence,2019-05-30,4.99,2,2,1003830,0,20000,
Running Girl,2018-11-12,9.99,9,16,937970,0,20000,
Mahjong Riichi Multiplayer,2018-05-17,0.0,27,4,791500,0,20000,
Shadow: Treachery cannot be tolerated,2018-03-05,0.0,4,10,787300,0,20000,
GUNBIRD 2,2020-06-10,9.99,35,1,1279410,0,20000,1.0
Trial of the Demon Hunter,2017-12-19,1.99,2,3,711330,0,20000,
Junk on Wheels,2020-11-01,9.99,5,5,983160,0,20000,
HARD BULLET,2020-10-22,19.99,1783,304,1294760,50000,100000,
Garrison: Archangel,2020-05-15,14.99,189,32,682450,0,20000,
Yōdanji,2017-12-06,4.99,24,6,736710,0,20000,
Night Guardian,2019-09-30,2.99,1,0,1151370,0,20000,
ViSP - Virtual Space Port,2019-02-28,14.99,25,4,800290,0,20000,
Trivia Vault: Super Heroes Trivia,2017-08-15,9.99,46,37,687490,0,20000,1.0
Dream Keeper,2019-07-30,1.99,4,0,1120970,0,20000,
The Lost Art of Innkeeping,2020-07-29,4.99,67,0,1327820,0,20000,5.0
Hill Quest,2018-01-26,12.99,3,0,773610,0,20000,
Horror in the Asylum,2016-02-01,4.99,19,29,428210,0,20000,
Cosmic DJ,2014-10-30,2.99,939,130,297110,50000,100000,1.0
Paladins®,2018-05-08,0.0,280999,47510,444090,10000000,20000000,
DCR: Drive.Crash.Repeat,2018-08-21,3.99,6,0,501850,0,20000,
There The Light,2019-05-31,4.99,77,23,1054110,0,20000,1.0
